"Timestamp (Africa/Kigali)","Battery Monitor State of Charge (%)","Battery Monitor Discharged Energy (kWh)","Battery Monitor Charged Energy (kWh)","Solar Charger Battery Power (W)","Solar Charger PV Power (W)","System Overview AC Consumption (W)","System Overview Battery Power (W)"
2020-02-13 16:20:07,100,NA,437.18,77,82,48,16.440001
2020-02-13 16:32:32,100,NA,NA,54,59,52,-10.842
2020-02-13 16:34:58,100,NA,NA,65,73,50,10.816
2020-02-13 16:50:00,99.9,389.54,NA,36,39,168,-149.233994
2020-02-13 17:04:58,99.7,389.57,NA,31,34,161,-148.567001
2020-02-13 17:19:58,99.4,389.61,NA,41,45,162,-143.612
2020-02-13 17:35:06,99.2,389.64,NA,46,51,163,-133.457993
2020-02-13 17:50:00,99,389.68,NA,20,24,162,-158.875
2020-02-13 18:05:01,98.7,389.72,NA,5,6,160,-174.046005
2020-02-13 18:19:58,98.4,389.77,NA,0,3,184,-204.440002
2020-02-13 18:26:38,98.2,389.79,NA,0,2,208,-229.679993
2020-02-13 18:35:03,98,389.83,NA,0,0,208,-229.679993
2020-02-13 18:50:00,97.6,389.88,NA,0,0,211,-234.600006
2020-02-13 19:05:01,97.2,389.94,NA,0,0,208,-229.365005
2020-02-13 19:19:58,92.2,390.34,NA,0,0,1717,-1926.209961
2020-02-13 19:35:01,87.6,390.71,NA,0,0,1707,-1922.156006
2020-02-13 19:50:06,85.2,390.92,NA,0,0,225,-247.205002
2020-02-13 20:04:58,84.7,390.98,NA,0,0,223,-246.813004
2020-02-13 20:20:04,84.3,391.04,NA,0,0,173,-191.520004
2020-02-13 20:35:01,84.1,391.06,NA,0,0,69,-81.008003
2020-02-13 20:49:58,84,391.08,NA,0,0,68,-80.975998
2020-02-13 21:05:02,83.9,391.1,NA,0,0,67,-80.944
2020-02-13 21:20:01,83.8,391.12,NA,0,0,67,-80.912003
2020-02-13 21:35:01,83.7,391.14,NA,0,0,65,-75.824997
2020-02-13 21:50:04,83.6,391.16,NA,0,0,66,-75.809998
2020-02-13 22:05:03,83.5,391.18,NA,0,0,66,-75.779999
2020-02-13 22:19:58,83.4,391.2,NA,0,0,65,-80.800003
2020-02-13 22:35:00,83.3,391.22,NA,0,0,60,-70.713997
2020-02-13 22:49:59,83.2,391.24,NA,0,0,61,-70.685997
2020-02-13 23:05:00,83.1,391.25,NA,0,0,57,-70.685997
2020-02-13 23:20:00,83,391.27,NA,0,0,57,-70.657997
2020-02-13 23:35:01,82.9,391.29,NA,0,0,55,-65.611
2020-02-13 23:50:03,82.8,391.3,NA,0,0,55,-65.598
2020-02-14 00:04:59,82.7,391.32,NA,0,0,54,-65.571999
2020-02-14 00:20:02,82.7,391.34,NA,0,0,53,-65.571999
2020-02-14 00:35:01,82.6,391.35,NA,0,0,52,-60.515999
2020-02-14 00:50:01,82.5,391.37,NA,0,0,52,-60.504002
2020-02-14 01:05:02,82.4,391.38,NA,0,0,52,-60.492001
2020-02-14 01:19:58,82.3,391.4,NA,0,0,54,-65.507004
2020-02-14 01:35:04,82.2,391.42,NA,0,0,52,-65.507004
2020-02-14 01:50:01,82.2,391.43,NA,0,0,55,-65.481003
2020-02-14 02:05:03,82.1,391.45,NA,0,0,52,-60.444
2020-02-14 02:19:57,82,391.46,NA,0,0,55,-65.455002
2020-02-14 02:34:58,81.9,391.48,NA,0,0,52,-60.419998
2020-02-14 02:49:58,81.8,391.49,NA,0,0,52,-60.408001
2020-02-14 03:04:59,81.7,391.51,NA,0,0,55,-65.416
2020-02-14 03:19:58,81.6,391.53,NA,0,0,53,-60.383999
2020-02-14 03:34:58,81.6,391.54,NA,0,0,54,-65.389999
2020-02-14 03:50:01,81.5,391.56,NA,0,0,52,-65.389999
2020-02-14 04:04:58,81.4,391.57,NA,0,0,52,-60.348
2020-02-14 04:19:59,81.3,391.59,NA,0,0,55,-65.350998
2020-02-14 04:34:59,81.2,391.61,NA,0,0,52,-65.363998
2020-02-14 04:50:01,81.1,391.62,NA,0,0,53,-65.350998
2020-02-14 05:04:58,81.1,391.64,NA,0,0,55,-65.324997
2020-02-14 05:19:59,81,391.65,NA,0,0,52,-60.299999
2020-02-14 05:34:59,80.9,391.67,NA,0,0,53,-65.311996
2020-02-14 05:49:59,80.8,391.69,NA,0,0,54,-65.299004
2020-02-14 06:04:59,80.7,391.7,NA,0,0,33,-45.243
2020-02-14 06:08:08,80.7,NA,NA,0,0,34,-45.27
2020-02-14 06:19:59,80.7,391.71,NA,15,14,36,-40.248001
2020-02-14 06:35:02,80.6,391.72,NA,45,45,42,-15.132
2020-02-14 06:50:02,80.6,NA,NA,81,88,41,30.468
2020-02-14 07:05:00,80.8,NA,437.19,129,133,43,71.973999
2020-02-14 07:20:00,81,NA,437.22,177,183,41,124.632004
2020-02-14 07:34:59,81.3,NA,437.26,240,247,41,188.100006
2020-02-14 07:49:58,81.8,NA,437.31,331,339,37,278.355988
2020-02-14 08:05:00,82.4,NA,437.4,438,449,44,379.872009
2020-02-14 08:19:59,83.4,NA,437.51,595,614,44,536.612976
2020-02-14 08:35:00,100,NA,437.64,515,527,50,445.872009
2020-02-14 08:50:00,100,NA,437.72,332,344,48,274.35199
2020-02-14 09:05:04,100,NA,437.87,1086,1111,45,1015.036011
2020-02-14 09:20:01,100,NA,438.09,963,984,43,836.374023
2020-02-14 09:35:01,100,NA,438.31,617,630,40,556.921021
2020-02-14 09:49:58,100,NA,438.43,680,695,40,619.703979
2020-02-14 10:04:59,100,NA,438.59,737,753,43,671
2020-02-14 10:16:54,100,NA,438.73,985,1007,41,921.403015
2020-02-14 10:20:00,100,NA,438.77,913,927,44,832.02002
2020-02-14 10:35:01,100,NA,438.95,697,713,40,634.47998
2020-02-14 10:50:00,100,NA,439.1,584,597,44,520.702026
2020-02-14 11:05:03,100,NA,439.22,475,485,42,417.778992
2020-02-14 11:16:50,100,NA,439.29,401,414,43,256.63501
2020-02-14 11:20:01,100,NA,439.3,247,256,42,197.460007
2020-02-14 11:35:01,100,NA,439.35,219,228,41,170.035004
2020-02-14 11:50:04,100,NA,439.38,197,202,41,142.610001
2020-02-14 12:05:01,100,NA,439.42,170,178,41,120.669998
2020-02-14 12:20:03,100,NA,439.45,159,165,44,104.195999
2020-02-14 12:34:59,100,NA,439.47,143,150,44,87.744003
2020-02-14 12:50:00,100,NA,439.49,137,140,42,82.260002
2020-02-14 13:05:04,100,NA,439.51,126,127,41,71.305
2020-02-14 13:20:00,100,NA,439.53,115,119,42,60.334999
2020-02-14 13:34:58,100,NA,439.55,110,115,42,60.334999
2020-02-14 13:50:00,100,NA,439.56,99,107,42,54.860001
2020-02-14 14:04:59,100,NA,439.57,99,102,42,49.365002
2020-02-14 14:20:01,100,NA,439.58,93,98,41,43.880001
2020-02-14 14:35:04,100,NA,439.59,88,93,42,38.395
2020-02-14 14:50:06,100,NA,439.6,82,91,41,32.916
2020-02-14 15:05:01,100,NA,439.61,88,92,44,32.916
2020-02-14 15:20:00,100,NA,439.62,88,93,49,27.424999
2020-02-14 15:35:04,100,NA,439.63,88,93,49,27.424999
2020-02-14 15:50:02,100,NA,NA,82,88,48,27.424999
2020-02-14 16:04:59,100,NA,439.64,77,83,48,21.940001
2020-02-14 16:20:00,100,NA,NA,82,87,48,21.944
2020-02-14 16:35:00,100,NA,439.65,77,82,44,21.940001
2020-02-14 16:50:01,100,NA,439.66,77,80,44,21.944
2020-02-14 17:05:01,100,NA,NA,77,79,45,21.944
2020-02-14 17:19:58,100,NA,439.67,77,81,44,21.940001
2020-02-14 17:29:11,100,NA,NA,49,55,41,0
2020-02-14 17:35:00,100,NA,NA,32,38,41,-21.535999
2020-02-14 17:50:06,100,391.73,NA,16,19,156,-156.600006
2020-02-14 18:05:00,99.7,391.77,NA,5,7,151,-163.839996
2020-02-14 18:20:16,99.4,391.81,NA,0,3,159,-179.199997
2020-02-14 18:30:11,99.2,391.84,NA,0,1,158,-179.199997
2020-02-14 18:34:58,99.1,391.86,NA,0,0,158,-174.113998
2020-02-14 18:50:06,96.1,392.11,NA,0,0,205,-230.130005
2020-02-14 19:04:58,91.5,392.49,NA,0,0,1084,-297.713989
2020-02-14 19:20:00,87.7,392.8,NA,0,0,94,-106.953003
2020-02-14 19:35:03,86.2,392.93,NA,0,0,68,-76.574997
2020-02-14 19:50:01,86.1,392.95,NA,0,0,66,-76.559998
2020-02-14 20:05:07,85.9,392.97,NA,0,0,64,-76.514999
2020-02-14 20:19:58,85.8,392.99,NA,0,0,64,-76.485001
2020-02-14 20:35:05,85.7,393.01,NA,0,0,65,-76.440002
2020-02-14 20:49:59,85.6,393.03,NA,0,0,70,-81.472
2020-02-14 21:05:01,85.5,393.05,NA,0,0,53,-66.235001
2020-02-14 21:20:04,85.4,393.07,NA,0,0,53,-61.127998
2020-02-14 21:35:00,85.4,393.08,NA,0,0,53,-66.182999
2020-02-14 21:49:59,85.3,393.1,NA,0,0,52,-61.080002
2020-02-14 22:04:58,85.2,393.11,NA,0,0,53,-66.130997
2020-02-14 22:19:59,85.1,393.13,NA,0,0,51,-61.043999
2020-02-14 22:35:03,85,393.14,NA,0,0,53,-66.092003
2020-02-14 22:50:00,84.9,393.16,NA,0,0,51,-60.995998
2020-02-14 23:04:59,84.9,393.18,NA,0,0,53,-66.053001
2020-02-14 23:20:00,84.8,393.19,NA,0,0,50,-60.959999
2020-02-14 23:35:01,84.7,393.21,NA,0,0,54,-66.014
2020-02-14 23:50:00,84.6,393.22,NA,0,0,51,-60.924
2020-02-15 00:05:02,84.5,393.24,NA,0,0,53,-65.961998
2020-02-15 00:19:57,84.4,393.25,NA,0,0,51,-60.888
2020-02-15 00:35:00,84.4,393.27,NA,0,0,51,-60.863998
2020-02-15 00:50:02,84.3,393.29,NA,0,0,53,-65.910004
2020-02-15 01:05:02,84.2,393.3,NA,0,0,51,-60.827999
2020-02-15 01:20:02,84.1,393.32,NA,0,0,55,-65.858002
2020-02-15 01:34:58,84,393.33,NA,0,0,52,-60.792
2020-02-15 01:50:03,84,393.35,NA,0,0,50,-60.779999
2020-02-15 02:04:59,83.9,393.36,NA,0,0,53,-65.819
2020-02-15 02:19:58,83.8,393.38,NA,0,0,55,-65.792999
2020-02-15 02:34:59,83.7,393.4,NA,0,0,52,-60.708
2020-02-15 02:50:04,83.6,393.41,NA,0,0,57,-70.797997
2020-02-15 03:04:59,83.5,393.43,NA,0,0,54,-65.727997
2020-02-15 03:19:57,83.4,393.45,NA,0,0,52,-60.66
2020-02-15 03:34:57,83.4,393.46,NA,0,0,55,-65.689003
2020-02-15 03:49:58,83.3,393.48,NA,0,0,52,-60.636002
2020-02-15 04:04:59,83.2,393.49,NA,0,0,52,-65.663002
2020-02-15 04:19:57,83.1,393.51,NA,0,0,55,-65.637001
2020-02-15 04:20:17,83.1,NA,NA,0,0,55,-65.637001
2020-02-15 04:20:18,83.1,NA,NA,0,0,54,-65.637001
2020-02-15 04:20:19,83.1,NA,NA,0,0,54,-65.637001
2020-02-15 04:20:20,83.1,NA,NA,0,0,54,-65.637001
2020-02-15 04:20:21,83.1,NA,NA,0,0,55,-65.637001
2020-02-15 04:20:22,83.1,NA,NA,0,0,55,-65.637001
2020-02-15 04:20:23,83.1,NA,NA,0,0,55,-65.637001
2020-02-15 04:20:25,83.1,NA,NA,0,0,55,-65.637001
2020-02-15 04:20:40,83.1,NA,NA,0,0,54,-65.637001
2020-02-15 04:20:41,83.1,NA,NA,0,0,54,-65.637001
2020-02-15 04:24:03,83.1,NA,NA,0,0,52,-60.588001
2020-02-15 04:24:04,83.1,NA,NA,0,0,52,-60.588001
2020-02-15 04:24:09,83.1,NA,NA,0,0,53,-60.588001
2020-02-15 04:24:10,83.1,NA,NA,0,0,52,-60.588001
2020-02-15 04:24:11,83.1,NA,NA,0,0,52,-60.588001
2020-02-15 04:24:14,83.1,NA,NA,0,0,52,-60.599998
2020-02-15 04:24:15,83.1,NA,NA,0,0,52,-60.599998
2020-02-15 04:24:16,83.1,NA,NA,0,0,52,-65.637001
2020-02-15 04:24:17,83.1,NA,NA,0,0,52,-65.637001
2020-02-15 04:24:44,83.1,NA,NA,0,0,52,-60.588001
2020-02-15 04:24:45,83.1,NA,NA,0,0,52,-60.588001
2020-02-15 04:24:46,83.1,NA,NA,0,0,52,-60.588001
2020-02-15 04:24:47,83.1,NA,NA,0,0,51,-60.588001
2020-02-15 04:24:48,83.1,NA,NA,0,0,52,-60.588001
2020-02-15 04:34:57,83,393.52,NA,0,0,51,-60.576
2020-02-15 04:50:01,82.9,393.54,NA,0,0,51,-60.563999
2020-02-15 05:04:59,82.9,393.56,NA,0,0,54,-65.584999
2020-02-15 05:20:01,82.8,393.57,NA,0,0,52,-60.528
2020-02-15 05:34:58,82.7,393.59,NA,0,0,52,-65.558998
2020-02-15 05:50:00,82.6,393.6,NA,0,0,54,-65.519997
2020-02-15 06:05:01,82.5,393.62,NA,0,0,54,-65.519997
2020-02-15 06:19:59,82.4,393.64,NA,0,0,53,-60.456001
2020-02-15 06:27:44,82.4,NA,NA,0,2,52,-60.456001
2020-02-15 06:34:58,82.4,393.65,NA,10,6,53,-60.444
2020-02-15 06:49:57,82.3,393.66,NA,10,15,32,-30.288
2020-02-15 07:05:06,82.3,393.67,NA,30,31,32,-15.168
2020-02-15 07:19:58,82.2,NA,NA,46,50,38,0
2020-02-15 07:35:00,82.2,NA,NA,46,52,37,0
2020-02-15 07:50:01,82.3,NA,NA,61,65,37,15.255
2020-02-15 08:05:04,82.3,NA,439.68,113,120,37,66.780998
2020-02-15 08:20:00,82.5,NA,439.7,198,201,38,140.615997
2020-02-15 08:35:01,83.1,NA,439.76,407,417,45,343.265015
2020-02-15 08:50:00,100,NA,439.86,536,553,45,483.209991
2020-02-15 09:04:59,100,NA,439.97,597,609,42,538.127991
2020-02-15 09:20:02,100,NA,440.15,852,871,47,786.794006
2020-02-15 09:35:04,100,NA,440.28,628,643,58,558.064026
2020-02-15 09:49:59,100,NA,440.43,691,710,67,620.655029
2020-02-15 09:55:38,100,NA,NA,804,822,65,716.892029
2020-02-15 09:55:39,100,NA,NA,804,822,65,716.892029
2020-02-15 09:55:42,100,NA,440.49,804,822,65,716.892029
2020-02-15 09:56:23,100,NA,NA,832,847,67,744.869019
2020-02-15 09:56:25,100,NA,440.5,832,847,58,761.320007
2020-02-15 09:56:32,100,NA,NA,838,856,57,761.599976
2020-02-15 09:56:37,100,NA,NA,844,858,67,767.18103
2020-02-15 09:56:38,100,NA,NA,844,858,67,767.18103
2020-02-15 10:04:58,100,NA,440.63,922,941,54,850.330017
2020-02-15 10:15:11,100,NA,440.78,1336,1364,54,1248.703979
2020-02-15 10:20:04,100,NA,440.88,1216,1241,52,1122.296021
2020-02-15 10:35:16,100,NA,441.11,894,915,55,819.104004
2020-02-15 10:50:03,100,NA,441.29,694,707,57,613.002991
2020-02-15 11:05:01,100,NA,441.42,539,557,57,469.778015
2020-02-15 11:15:05,100,NA,441.5,470,485,58,395.369995
2020-02-15 11:20:00,100,NA,441.51,291,301,58,225.171997
2020-02-15 11:34:58,100,NA,441.56,258,266,63,186.727997
2020-02-15 11:50:00,100,NA,441.61,225,232,55,159.268005
2020-02-15 12:05:01,100,NA,441.64,209,215,59,131.783997
2020-02-15 12:20:05,100,NA,441.68,187,195,59,120.823997
2020-02-15 12:35:01,100,NA,441.7,165,173,52,104.329002
2020-02-15 12:50:00,100,NA,441.73,148,154,52,87.856003
2020-02-15 13:05:00,100,NA,441.75,143,146,51,76.874001
2020-02-15 13:19:59,100,NA,441.77,126,134,53,65.891998
2020-02-15 13:34:59,100,NA,441.78,121,125,49,60.411999
2020-02-15 13:50:00,100,NA,441.8,121,124,58,49.428001
2020-02-15 14:05:06,100,NA,441.81,110,115,54,49.428001
2020-02-15 14:19:58,100,NA,441.82,104,111,55,43.944
2020-02-15 14:34:58,100,NA,441.83,104,106,55,38.451
2020-02-15 14:50:05,100,NA,441.84,99,103,56,32.952
2020-02-15 15:05:00,100,NA,441.85,170,177,124,32.952
2020-02-15 15:20:00,100,NA,441.86,154,170,119,27.459999
2020-02-15 15:34:58,100,NA,NA,165,169,119,27.459999
2020-02-15 15:44:20,100,NA,441.87,152,156,131,10.872
2020-02-15 15:50:00,100,NA,NA,151,152,130,0
2020-02-15 16:04:56,100,NA,NA,186,194,136,43.84
2020-02-15 16:20:01,100,393.68,NA,156,161,130,16.191
2020-02-15 16:35:02,100,NA,441.88,182,189,129,44.048
2020-02-15 16:49:45,100,NA,441.89,182,192,130,45.431999
2020-02-15 16:49:58,100,NA,NA,188,194,128,45.487999
2020-02-15 17:04:46,100,NA,441.9,178,185,128,40.110001
2020-02-15 17:04:57,100,NA,NA,121,124,125,-21.964001
2020-02-15 17:20:00,100,NA,NA,148,155,121,16.476
2020-02-15 17:25:00,100,NA,NA,114,129,126,-10.864
2020-02-15 17:35:00,100,NA,NA,48,53,130,-90.083
2020-02-15 17:50:00,99.9,393.7,NA,41,36,131,-108.212997
2020-02-15 18:04:59,99.7,393.73,NA,10,12,129,-128.399994
2020-02-15 18:20:04,99.4,393.78,NA,0,1,188,-199.563004
2020-02-15 18:26:38,99.2,393.8,NA,0,0,186,-199.602005
2020-02-15 18:34:59,99,393.83,NA,0,0,192,-204.720001
2020-02-15 18:49:57,98.7,393.88,NA,0,0,189,-199.602005
2020-02-15 19:04:57,98.3,393.93,NA,0,0,202,-229.949997
2020-02-15 19:19:57,97.9,393.99,NA,0,0,212,-229.815002
2020-02-15 19:35:04,97.5,394.05,NA,0,0,209,-224.576004
2020-02-15 19:49:59,97.1,394.1,NA,0,0,203,-224.444
2020-02-15 20:04:57,96.7,394.16,NA,0,0,199,-219.257004
2020-02-15 20:20:00,93.5,394.43,NA,0,0,1674,-1870.343994
2020-02-15 20:35:02,88.3,394.84,NA,0,0,1668,-1872.26001
2020-02-15 20:50:00,84.5,395.16,NA,0,0,1661,-1863.52002
2020-02-15 21:04:57,83.2,395.27,NA,0,0,182,-201.679993
2020-02-15 21:19:58,82.5,395.35,NA,0,0,1664,-1865.687988
2020-02-15 21:35:02,82.3,395.38,NA,0,0,62,-70.839996
2020-02-15 21:50:04,82.2,395.39,NA,0,0,62,-70.797997
2020-02-15 22:04:59,82.1,395.41,NA,0,0,59,-70.769997
2020-02-15 22:20:00,82,395.43,NA,0,0,62,-70.727997
2020-02-15 22:34:58,81.9,395.45,NA,0,0,60,-70.713997
2020-02-15 22:49:59,81.9,395.47,NA,0,0,62,-70.671997
2020-02-15 23:05:00,81.8,395.48,NA,0,0,60,-70.657997
2020-02-15 23:20:00,81.7,395.5,NA,0,0,59,-70.629997
2020-02-15 23:34:58,81.6,395.52,NA,0,0,62,-75.644997
2020-02-15 23:49:59,81.5,395.54,NA,0,0,60,-70.587997
2020-02-16 00:04:57,81.4,395.55,NA,0,0,59,-70.559998
2020-02-16 00:19:59,81.3,395.57,NA,0,0,61,-70.531998
2020-02-16 00:35:00,81.2,395.59,NA,0,0,60,-70.517998
2020-02-16 00:49:57,81.1,395.61,NA,0,0,60,-70.503998
2020-02-16 01:04:59,81,395.62,NA,0,0,62,-70.461998
2020-02-16 01:19:59,80.9,395.64,NA,0,0,61,-70.447998
2020-02-16 01:35:01,80.8,395.66,NA,0,0,59,-70.447998
2020-02-16 01:49:57,80.7,395.68,NA,0,0,59,-70.419998
2020-02-16 02:04:57,80.6,395.69,NA,0,0,59,-70.405998
2020-02-16 02:19:58,80.5,395.71,NA,0,0,62,-70.377998
2020-02-16 02:34:57,80.4,395.73,NA,0,0,61,-70.363998
2020-02-16 02:36:27,80.4,NA,NA,0,0,61,-70.363998
2020-02-16 02:36:28,80.4,NA,NA,0,0,61,-70.363998
2020-02-16 02:36:30,80.4,NA,NA,0,0,61,-70.363998
2020-02-16 02:49:57,80.3,395.75,NA,0,0,62,-70.349998
2020-02-16 03:05:00,80.2,395.76,NA,0,0,59,-70.335999
2020-02-16 03:19:58,80.1,395.78,NA,0,0,59,-70.321999
2020-02-16 03:35:03,80,395.8,NA,0,0,59,-70.293999
2020-02-16 03:50:02,79.9,395.82,NA,0,0,59,-70.279999
2020-02-16 04:05:02,79.9,395.83,NA,0,0,59,-70.265999
2020-02-16 04:19:58,79.8,395.85,NA,0,0,62,-75.254997
2020-02-16 04:34:57,79.7,395.87,NA,0,0,61,-75.239998
2020-02-16 04:49:59,79.6,395.89,NA,0,0,61,-70.209999
2020-02-16 05:04:57,79.5,395.9,NA,0,0,61,-70.209999
2020-02-16 05:20:03,79.4,395.92,NA,0,0,59,-70.195999
2020-02-16 05:34:57,79.3,395.94,NA,0,0,59,-70.181999
2020-02-16 05:49:58,79.2,395.96,NA,0,0,51,-60.18
2020-02-16 06:04:04,79.1,395.97,NA,0,0,51,-60.167999
2020-02-16 06:05:00,79.1,NA,NA,5,5,50,-60.167999
2020-02-16 06:20:02,79,395.99,NA,10,11,56,-60.155998
2020-02-16 06:34:59,78.9,396,NA,30,31,59,-40.16
2020-02-16 06:49:59,78.9,396.01,NA,101,103,71,0
2020-02-16 07:05:02,79.1,NA,441.92,118,120,65,41.023998
2020-02-16 07:20:04,79,396.02,NA,100,102,156,-75.315002
2020-02-16 07:35:03,79,396.03,NA,161,162,155,-15.093
2020-02-16 07:49:59,79,NA,441.93,153,159,163,-15.318
2020-02-16 08:01:24,79.3,NA,441.97,372,382,169,182.979996
2020-02-16 08:04:59,79.5,NA,441.98,907,922,167,715.36499
2020-02-16 08:19:57,80.7,NA,442.13,861,882,169,669.312012
2020-02-16 08:34:58,82.2,NA,442.31,924,949,166,736.781982
2020-02-16 08:49:59,83.6,NA,442.48,937,956,168,738.161987
2020-02-16 09:05:00,85.1,NA,442.66,1030,1051,162,835.294983
2020-02-16 09:20:01,87,NA,442.89,1209,1234,161,1017.46698
2020-02-16 09:34:58,88.9,NA,443.12,1390,1425,160,1205.869019
2020-02-16 09:50:03,90.7,NA,443.36,1022,1075,158,907.247986
2020-02-16 09:56:07,91.4,NA,443.45,1358,1389,159,1168.104004
2020-02-16 10:04:27,92.2,NA,443.55,581,591,159,395.951996
2020-02-16 10:05:00,92.2,NA,NA,383,416,158,296.834991
2020-02-16 10:18:55,100,NA,443.65,1049,1073,156,865.22998
2020-02-16 10:20:00,100,NA,443.66,1032,1054,158,842.015991
2020-02-16 10:35:02,100,NA,443.82,552,567,158,371.687988
2020-02-16 10:49:59,100,NA,443.96,676,694,114,538.432007
2020-02-16 11:05:05,100,NA,444.08,567,584,113,435.403992
2020-02-16 11:19:59,100,NA,444.17,487,499,112,355.26001
2020-02-16 11:34:59,100,NA,444.25,344,355,46,286.5
2020-02-16 11:49:58,100,NA,444.32,287,297,46,229.240005
2020-02-16 12:04:57,100,NA,444.37,246,252,46,183.360001
2020-02-16 12:11:03,100,NA,444.39,229,234,45,166.169998
2020-02-16 12:20:01,100,NA,444.4,154,161,45,98.874001
2020-02-16 12:34:59,100,NA,444.42,143,149,45,87.888
2020-02-16 12:49:57,100,NA,444.45,132,136,46,76.888
2020-02-16 13:05:01,100,NA,444.46,126,132,48,65.903999
2020-02-16 13:19:57,100,NA,444.48,121,123,50,60.423
2020-02-16 13:34:58,100,NA,444.49,110,116,49,54.919998
2020-02-16 13:49:58,100,NA,444.51,104,111,48,49.437
2020-02-16 14:05:00,100,NA,444.52,99,106,48,43.944
2020-02-16 14:20:00,100,NA,444.53,99,102,49,38.444
2020-02-16 14:35:01,100,NA,444.54,159,166,107,38.451
2020-02-16 14:49:57,100,NA,NA,165,168,106,32.952
2020-02-16 15:05:02,100,NA,444.55,181,185,123,32.952
2020-02-16 15:20:00,100,NA,444.56,165,172,117,21.968
2020-02-16 15:34:59,100,NA,444.57,165,172,119,21.968
2020-02-16 15:50:03,100,NA,NA,159,165,117,21.964001
2020-02-16 15:54:02,100,NA,NA,152,157,121,10.878
2020-02-16 16:05:00,100,NA,NA,140,145,121,0
2020-02-16 16:19:59,100,NA,NA,144,147,118,0
2020-02-16 16:35:07,100,396.04,NA,116,119,118,-26.389999
2020-02-16 16:49:58,100,396.05,NA,94,98,118,-41.672001
2020-02-16 17:04:59,99.9,396.06,NA,88,91,119,-46.638
2020-02-16 17:19:57,99.8,396.07,NA,72,74,121,-67.209999
2020-02-16 17:34:59,99.7,396.09,NA,67,67,117,-67.119003
2020-02-16 17:50:00,99.7,396.1,NA,72,72,112,-61.992001
2020-02-16 18:04:59,99.5,396.13,NA,15,20,166,-169.091995
2020-02-16 18:20:02,99.2,396.17,NA,0,1,163,-179.235001
2020-02-16 18:26:20,99.1,396.19,NA,0,1,162,-179.235001
2020-02-16 18:35:02,98.9,396.22,NA,0,0,185,-204.720001
2020-02-16 18:50:00,98.5,396.27,NA,0,0,192,-209.632996
2020-02-16 19:04:58,98.2,396.32,NA,0,0,190,-209.550995
2020-02-16 19:20:00,97.8,396.38,NA,0,0,192,-209.427994
2020-02-16 19:34:58,97.4,396.43,NA,0,0,192,-209.304993
2020-02-16 19:50:00,97.1,396.48,NA,0,0,195,-214.242004
2020-02-16 20:04:57,93.5,396.78,NA,0,0,1667,-1866.526978
2020-02-16 20:19:59,88.9,397.15,NA,0,0,187,-203.279999
2020-02-16 20:35:05,86.9,397.33,NA,0,0,174,-192.584
2020-02-16 20:50:00,86.6,397.37,NA,0,0,173,-192.660004
2020-02-16 21:04:59,86.2,397.42,NA,0,0,174,-192.470001
2020-02-16 21:20:00,85.9,397.47,NA,0,0,175,-192.317993
2020-02-16 21:35:00,85.6,397.52,NA,0,0,175,-192.166
2020-02-16 21:49:58,85.2,397.57,NA,0,0,175,-192.014008
2020-02-16 22:05:07,84.9,397.61,NA,0,0,172,-191.862
2020-02-16 22:19:59,84.6,397.66,NA,0,0,172,-191.710007
2020-02-16 22:34:59,84.2,397.71,NA,0,0,174,-191.557999
2020-02-16 22:49:58,83.9,397.76,NA,0,0,172,-191.444
2020-02-16 23:05:03,83.6,397.8,NA,0,0,170,-191.292007
2020-02-16 23:19:57,83.3,397.85,NA,0,0,173,-191.102005
2020-02-16 23:35:00,82.9,397.9,NA,0,0,173,-190.988007
2020-02-16 23:49:59,82.6,397.95,NA,0,0,174,-190.835999
2020-02-17 00:04:58,82.4,397.97,NA,0,0,60,-70.657997
2020-02-17 00:19:58,82.3,397.99,NA,0,0,54,-65.611
2020-02-17 00:34:57,82.3,398,NA,0,0,51,-60.551998
2020-02-17 00:49:58,82.2,398.02,NA,0,0,53,-65.571999
2020-02-17 01:04:56,82.1,398.04,NA,0,0,51,-60.515999
2020-02-17 01:19:57,82,398.05,NA,0,0,53,-65.532997
2020-02-17 01:35:03,81.9,398.07,NA,0,0,51,-60.48
2020-02-17 01:49:58,81.9,398.08,NA,0,0,51,-60.456001
2020-02-17 02:05:00,81.8,398.1,NA,0,0,53,-65.481003
2020-02-17 02:19:59,81.7,398.11,NA,0,0,51,-60.431999
2020-02-17 02:35:01,81.6,398.13,NA,0,0,53,-65.442001
2020-02-17 02:49:58,81.5,398.14,NA,0,0,51,-60.396
2020-02-17 03:04:58,81.4,398.16,NA,0,0,52,-60.383999
2020-02-17 03:20:02,81.4,398.17,NA,0,0,53,-65.389999
2020-02-17 03:34:58,81.3,398.19,NA,0,0,51,-60.348
2020-02-17 03:50:01,81.2,398.21,NA,0,0,51,-60.335999
2020-02-17 04:04:57,81.1,398.22,NA,0,0,53,-65.337997
2020-02-17 04:19:57,81,398.24,NA,0,0,51,-60.312
2020-02-17 04:35:01,81,398.25,NA,0,0,50,-60.287998
2020-02-17 04:50:01,80.9,398.27,NA,0,0,53,-65.286003
2020-02-17 05:01:21,80.8,NA,NA,0,0,50,-60.264
2020-02-17 05:01:22,80.8,398.28,NA,0,0,50,-60.264
2020-02-17 05:01:23,80.8,NA,NA,0,0,50,-60.264
2020-02-17 05:01:27,80.8,NA,NA,0,0,51,-60.264
